code,lat,long,Water T,pH,Cond,Turb,Chl,Secchi,Alkalinity,Ca,Mg,K,Na,Si,Cl,NO2,NO3,SO4,PO4,TN,TP,DO %,DO,Carbonate,Silicate,DOC,Waterdepth,MaxDepth,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Slope_100,Wshd_area,Elevation,area_sub-Basin,area_waterbody,MAT,P season,MAP,T season,Connectivity,% aquatic habitat,Ecoregion,Freshwater ecoregion,TRI,tri1,lanfdorm,geology,land cover,HFP2009,Bare Desert,Barren Tundra,Cold Grassland,Cool Grasses and Shrubs,Cool Southern Hemisphere Mixed Forests,Corn and Beans Cropland,Crops and Town,"Crops, Grass, Shrubs",Dry Woody Scrub,Evergreen Broadleaf Forests,Evergreen Forest and Fields,Fields and Woody Savanna,Forest and Field,Glacier Ice,Grass Crops,Hot and Mild Grasses and Shrubs,Inland Water,Low Sparse Grassland,Montane Tropical Forests,Rice Paddy and Field,Savanna (Woods),Sea Water,Seasonal Tropical Forest,Semi Desert Shrubs,Shrub Deciduous,Shrub Evergreen,Southern Hemisphere Mixed Forest,Succulent and Thorn Scrub,Tropical Degraded Forest,Tropical Rainforest,Upland Tundra,Urban,Wooded Wet Swamp,Woody Savanna,Barren,Grassland and shrubs,Forests,Savanna,Rainforest,Wetland,Agriculture,Crops and town,Urban,Inland water
Titicac_Ttcc-l-10c,-15.91583333,-69.65593333,,,,,,NA,,,,,,,,,,,,,,,,,,,65,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,87,83,985,1225,0.0012,66.46825598,Lake,337,0,-9999,4,2,Inland Water,0,0,0,14.31,0,0,0,0.05,0,0,0,0,0,0,0,0,0.28,63.48,0,0,0,0,0,0,21.48,0,0.34,0,0,0,0,0,0,0,0,0,36.41,0,0,0,0,0,0.05,0,63.48
Titicac_Ttcc-l-11,-15.84221667,-69.60548333,,,,,,NA,,,,,,,,,,,,,,,,,,,150,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,87,82,1060,1196,0.0012,66.46825598,Lake,337,0,-9999,7,4,Inland Water,0,0,0,1.44,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,91.64,0,0,0,0,0,0,6.45,0,0.34,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0.05,0,91.64
Titicac_Ttcc-l-12a,-15.84306667,-69.60466667,,,,,,NA,,,,,,,,,,,,,,,,,,,150,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,87,82,1060,1196,0.0012,66.46825598,Lake,337,0,-9999,7,4,Inland Water,0,0,0,1.51,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,91.42,0,0,0,0,0,0,6.62,0,0.34,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0.05,0,91.42
Titicac_Ttcc-l-12b,-15.84306667,-69.60466667,,,,,,NA,,,,,,,,,,,,,,,,,,,150,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,87,82,1060,1196,0.0012,66.46825598,Lake,337,0,-9999,3,1,Inland Water,0,0,0,1.51,0,0,0,0.05,0,0,0,0,0,0,0,0,0.1,91.42,0,0,0,0,0,0,6.62,0,0.34,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0.05,0,91.42
Titicac_Ttcc-l-13a,-15.65536667,-69.52065,,,,,,NA,,,,,,,,,,,,,,,,,,,250,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,88,82,993,1219,0.0004,88.17363891,Lake,337,0,-9999,3,1,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,99.95
Titicac_Ttcc-l-13b,-15.65536667,-69.52065,,,,,,NA,,,,,,,,,,,,,,,,,,,250,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,88,82,993,1219,0.0004,88.17363891,Lake,337,0,-9999,4,7,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,99.95
Titicac_Ttcc-l-13c,-15.65536667,-69.52065,,,,,,NA,,,,,,,,,,,,,,,,,,,250,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,88,82,993,1219,0.0004,88.17363891,Lake,337,0,-9999,4,2,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.95,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,99.95
Titicac_Ttcc-l-14,-15.51975,-69.50735,,,,,,8.5,,,,,,,,,,,,,,,,,,,260,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,89,82,930,1230,0.002,12.3451672,Lake,337,0,-9999,4,1,Inland Water,0,0,0,14.31,0,0,0,0,0,0,0,0,0.59,0,0,0,0.45,80.13,0,0,0,0,0,0,4.32,0,0.1,0,0,0,0,0,0,0,0.07,0,19.18,0,0.66,0,0,0,0,0,80.13
Titicac_Ttcc-l-15,-15.52933333,-69.53315,,,,,,7.6,,,,,,,,,,,,,,,,,,,255,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,89,82,941,1201,0.002,12.3451672,Lake,337,0,-9999,4,1,Inland Water,0,0,0,10.06,0,0,0,0,0,0,0,0,0.59,0,0,0,0.43,86.77,0,0,0,0,0,0,2,0,0.1,0,0,0,0,0,0,0,0,0,12.59,0,0.59,0,0,0,0,0,86.77
Titicac_Ttcc-l-16,-15.54686667,-69.56423333,,,,,,7,,,,,,,,,,,,,,,,,,,273,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,88,82,952,1211,0.0004,88.17363891,Lake,337,0,-9999,3,2,Inland Water,0,0,0,4.52,0,0,0,0,0,0,0,0,0.3,0,0,0,0.08,94.08,0,0,0,0,0,0,0.88,0,0.08,0,0,0,0,0,0,0,0,0,5.56,0,0.3,0,0,0,0,0,94.08
Titicac_Ttcc-l-17,-15.56381667,-69.6515,,,,,,8.5,,,,,,,,,,,,,,,,,,,265,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,86,83,949,1248,0.0012,66.46825598,Lake,337,0,-9999,4,2,Inland Water,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,99.58,0,0,0,0,0,0,0.07,0,0.23,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,99.58
Titicac_Ttcc-l-18,-15.57756667,-69.66828333,,,,,,8.5,,,,,,,,,,,,,,,,,,,238,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,86,83,957,1248,0.0012,66.46825598,Lake,337,0,-9999,3,4,Inland Water,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.05,96.63,0,0,0,0,0,0,1.66,0,0.23,0,0,0,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,96.63
Titicac_Ttcc-l-19,-15.59255,-69.72168333,,,,,,8.5,,,,,,,,,,,,,,,,,,,200,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,84,84,930,1282,0.0012,66.46825598,Lake,337,0,-9999,1,4,Inland Water,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0.07,90.81,0,0,0,0,0,0,4.67,0,0.23,0,0,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,90.81
Titicac_Ttcc-l-1a,-16.22201667,-69.1467,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,99,85,826,1602,0.0008,45.89731476,Lake,337,0,-9999,4,2,Inland Water,0,0,0,13.51,0,0,0,0.41,0,0,0,0.05,0.07,0,0,0,3.22,52.28,0,0,0,0,0,0,29.88,0,0.1,0,0,0,0,0,0,0.22,0.05,0,46.71,0.05,0.12,0,0.22,0,0.41,0,52.28
Titicac_Ttcc-l-1b,-16.22201667,-69.1467,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,99,85,826,1602,0.0008,45.89731476,Lake,337,0,-9999,4,2,Inland Water,0,0,0,13.51,0,0,0,0.41,0,0,0,0.05,0.07,0,0,0,3.22,52.28,0,0,0,0,0,0,29.88,0,0.1,0,0,0,0,0,0,0.22,0.05,0,46.71,0.05,0.12,0,0.22,0,0.41,0,52.28
Titicac_Ttcc-l-20,-15.78046667,-69.56975,,,,,,6.5,,,,,,,,,,,,,,,,,,,184,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,88,82,1074,1213,0.0004,88.17363891,Lake,337,0,-9999,1,4,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.43,0,0,0,0,0,0,0.17,0,0.39,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,99.43
Titicac_Ttcc-l-21,-15.93911667,-69.42918333,,,,,,6.5,,,,,,,,,,,,,,,,,,,168,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,91,83,895,1221,0.0004,88.17363891,Lake,337,0,-9999,1,4,Inland Water,0,0,0,0.13,0,0,0,0.05,0,0,0,0,0,0,0,0,1.75,89.86,0,0,0,0,0,0,7.79,0,0.12,0,0,0,0,0,0,0.2,0.07,0,9.79,0,0.07,0,0.2,0,0.05,0,89.86
Titicac_Ttcc-l-22a,-16.13068333,-69.31453333,,,,,,NA,,,,,,,,,,,,,,,,,,,89,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,93,85,832,1374,0.0008,45.89731476,Lake,337,0,-9999,1,4,Inland Water,0,0,0,4.7,0,0,0,0,0,0,0,0.05,0,0,0,0,1,84.57,0,0,0,0,0,0,8.95,0,0.52,0,0,0,0,0,0,0.05,0.04,0,15.17,0.05,0.04,0,0.05,0,0,0,84.57
Titicac_Ttcc-l-22b,-16.13068333,-69.31453333,,,,,,NA,,,,,,,,,,,,,,,,,,,89,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,93,85,832,1374,0.0008,45.89731476,Lake,337,0,-9999,1,4,Inland Water,0,0,0,4.7,0,0,0,0,0,0,0,0.05,0,0,0,0,1,84.57,0,0,0,0,0,0,8.95,0,0.52,0,0,0,0,0,0,0.05,0.04,0,15.17,0.05,0.04,0,0.05,0,0,0,84.57
Titicac_Ttcc-l-22c,-16.13068333,-69.31453333,,,,,,NA,,,,,,,,,,,,,,,,,,,89,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,93,85,832,1374,0.0008,45.89731476,Lake,337,0,-9999,1,1,Inland Water,0,0,0,4.7,0,0,0,0,0,0,0,0.05,0,0,0,0,1,84.57,0,0,0,0,0,0,8.95,0,0.52,0,0,0,0,0,0,0.05,0.04,0,15.17,0.05,0.04,0,0.05,0,0,0,84.57
Titicac_Ttcc-l-23a,-15.99861667,-69.43718333,,,,,,NA,,,,,,,,,,,,,,,,,,,20,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,90,84,873,1212,0.0008,45.89731476,Lake,337,0,-9999,1,4,Inland Water,0,0,0,3.03,0,0,0,0.05,0,0,0,0,0,0,0,0,1.82,82.39,0,0,0,0,0,0,12.37,0,0.12,0,0,0,0,0,0,0.2,0.07,0,17.34,0,0.07,0,0.2,0,0.05,0,82.39
Titicac_Ttcc-l-23b,-15.99861667,-69.43718333,,,,,,NA,,,,,,,,,,,,,,,,,,,20,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,90,84,873,1212,0.0008,45.89731476,Lake,337,0,-9999,1,4,Inland Water,0,0,0,3.03,0,0,0,0.05,0,0,0,0,0,0,0,0,1.82,82.39,0,0,0,0,0,0,12.37,0,0.12,0,0,0,0,0,0,0.2,0.07,0,17.34,0,0.07,0,0.2,0,0.05,0,82.39
Titicac_Ttcc-l-24,-15.99973333,-69.41888333,,,,,,NA,,,,,,,,,,,,,,,,,,,87,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,91,84,865,1224,0.0008,45.89731476,Lake,337,0,-9999,1,4,Inland Water,0,0,0,1.5,0,0,0,0.05,0,0,0,0,0,0,0,0,1.75,85.08,0,0,0,0,0,0,11.29,0,0.12,0,0,0,0,0,0,0.2,0.07,0,14.66,0,0.07,0,0.2,0,0.05,0,85.08
Titicac_Ttcc-l-25,-15.98895,-69.37945,,,,,,NA,,,,,,,,,,,,,,,,,,,165,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,91,83,859,1255,0.0008,45.89731476,Lake,337,0,-9999,7,4,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,91.01,0,0,0,0,0,0,6.85,0,0.12,0,0,0,0,0,0,0.2,0.07,0,8.72,0,0.07,0,0.2,0,0,0,91.01
Titicac_Ttcc-l-26,-15.95081667,-69.26685,,,,,,NA,,,,,,,,,,,,,,,,,,,209,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,94,81,818,1314,0.0004,88.17363891,Lake,337,0,-9999,3,2,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.29,0,0,0,0,0,0,1.55,0,0.1,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,98.29
Titicac_Ttcc-l-27a,-16.03285,-69.1152,,,,,,8.9,,,,,,,,,,,,,,,,,,,201,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,97,80,776,1514,0.0008,59.91309522,Lake,337,0,-9999,4,1,Inland Water,0,0.05,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0.29,89.26,0,0,0,0,0,0,8.04,0,0.23,0,0,0,0,0,0,0,0,0.05,10.48,0,0,0,0,0,0,0,89.26
Titicac_Ttcc-l-27b,-16.03285,-69.1152,,,,,,8.9,,,,,,,,,,,,,,,,,,,201,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,97,80,776,1514,0.0008,59.91309522,Lake,337,0,-9999,3,2,Inland Water,0,0.05,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0.29,89.26,0,0,0,0,0,0,8.04,0,0.23,0,0,0,0,0,0,0,0,0.05,10.48,0,0,0,0,0,0,0,89.26
Titicac_Ttcc-l-28,-16.20666667,-68.685,,,,,,NA,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,3906,102.2,7489.27002,76,76,740,1941,0.0008,59.91309522,Central Andean wet puna,337,13,0.497358,4,4,Semi Desert Shrubs,17,0,0,10.95,0,0,0.05,0.59,0,0,0,0.07,3.07,0,0,0,7.74,35.79,0,0,0,0.03,0,0,40.41,0,0.54,0,0,0,0.12,0,0,0,0.58,0,59.64,0.07,3.68,0.12,0,0.05,0.59,0,35.79
Titicac_Ttcc-l-29,-16.09216667,-69.17558333,,,,,,NA,,,,,,,,,,,,,,,,,,,155,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,99,82,817,1508,0.0008,45.89731476,Lake,337,0,-9999,4,1,Inland Water,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0.49,86.92,0,0,0,0,0,0,8.78,0,0.08,0,0,0,0,0,0,0,0,0,12.91,0,0,0,0,0,0,0,86.92
Titicac_Ttcc-l-2a,-16.18666667,-69.16333333,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,99,84,830,1556,0.0008,45.89731476,Lake,337,0,-9999,4,2,Inland Water,0,0,0,13.33,0,0,0,0.16,0,0,0,0.05,0.07,0,0,0,2.51,61.19,0,0,0,0,0,0,22.06,0,0.14,0,0,0,0,0,0,0.22,0.05,0,38.04,0.05,0.12,0,0.22,0,0.16,0,61.19
Titicac_Ttcc-l-2b,-16.18666667,-69.16333333,,,,,,5.5,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,99,84,830,1556,0.0008,45.89731476,Lake,337,0,-9999,3,2,Inland Water,0,0,0,13.33,0,0,0,0.16,0,0,0,0.05,0.07,0,0,0,2.51,61.19,0,0,0,0,0,0,22.06,0,0.14,0,0,0,0,0,0,0.22,0.05,0,38.04,0.05,0.12,0,0.22,0,0.16,0,61.19
Titicac_Ttcc-l-30,-16.17495,-69.17808333,,,,,,NA,,,,,,,,,,,,,,,,,,,118,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,98,83,830,1538,0.0008,45.89731476,Lake,337,0,-9999,4,1,Inland Water,0,0,0,13.45,0,0,0,0.1,0,0,0,0.05,0.07,0,0,0,2.35,65.68,0,0,0,0,0,0,17.73,0,0.08,0,0,0,0,0,0,0.22,0.05,0,33.61,0.05,0.12,0,0.22,0,0.1,0,65.68
Titicac_Ttcc-l-31,-16.24808333,-69.13695,,,,,,NA,,,,,,,,,,,,,,,,,,,3.3,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,98,86,821,1620,0.0008,45.89731476,Lake,337,0,0.0900007,4,1,Inland Water,0,0,0,13.79,0,0,0,0.43,0,0,0,0.05,0.13,0,0,0,4.29,46.35,0,0,0,0,0,0,34.49,0,0.07,0,0,0,0,0,0,0.22,0.05,0,52.64,0.05,0.18,0,0.22,0,0.43,0,46.35
Titicac_Ttcc-l-32,-16.2431,-69.14141667,,,,,,NA,,,,,,,,,,,,,,,,,,,52,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,98,86,821,1620,0.0008,45.89731476,Lake,337,0,-9999,4,2,Inland Water,0,0,0,13.86,0,0,0,0.43,0,0,0,0.05,0.13,0,0,0,4.12,47.3,0,0,0,0,0,0,33.66,0,0.01,0,0,0,0,0,0,0.22,0.05,0,51.65,0.05,0.18,0,0.22,0,0.43,0,47.3
Titicac_Ttcc-l-33,-16.18135,-69.17653333,,,,,,NA,,,,,,,,,,,,,,,,,,,101,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,98,83,830,1538,0.0008,45.89731476,Lake,337,0,-9999,4,1,Inland Water,0,0,0,13.55,0,0,0,0.22,0,0,0,0.05,0.07,0,0,0,2.56,63.97,0,0,0,0,0,0,19.04,0,0.08,0,0,0,0,0,0,0.22,0.05,0,35.23,0.05,0.12,0,0.22,0,0.22,0,63.97
Titicac_Ttcc-l-34,-15.95745,-69.43885,,,,,,NA,,,,,,,,,,,,,,,,,,,146,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,91,83,892,1216,0.0004,88.17363891,Lake,337,0,-9999,3,2,Inland Water,0,0,0,0.78,0,0,0,0.05,0,0,0,0,0,0,0,0,1.77,86.68,0,0,0,0,0,0,10.34,0,0.12,0,0,0,0,0,0,0.2,0.07,0,13.01,0,0.07,0,0.2,0,0.05,0,86.68
Titicac_Ttcc-l-35,-15.8065,-69.70195,,,,,,15.5,,,,,,,,,,,,,,,,,,,90,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,86,84,1113,1223,0.0012,66.46825598,Lake,337,0,-9999,4,2,Inland Water,0,0,0,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0.12,84.36,0,0,0,0,0,0,8.29,0,0.57,0,0,0,0,0,0,0,0,0,15.61,0,0,0,0,0,0,0,84.36
Titicac_Ttcc-l-36,-15.77531667,-69.86733333,,,,,,9,,,,,,,,,,,,,,,,,,,29,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,85,87,835,1314,0.0012,66.46825598,Lake,337,0,-9999,3,2,Inland Water,0,0,0,7.71,0,0,0,0,0,0,0,0.36,0,0,0,0,0.19,69.76,0,0,0,0,0,0,21.29,0,0.28,0,0,0,0,0,0.4,0,0,0,29.47,0.36,0,0,0,0,0,0.4,69.76
Titicac_Ttcc-l-37,-16.20666667,-68.83666667,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,88,78,713,1816,0.0008,59.91309522,Lake,337,0,-9999,4,4,Inland Water,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0.55,59.88,0,0,0,0,0,0,36.22,0,0.64,0,0,0,0,0,0,0,0,0,39.97,0,0,0,0,0,0,0,59.88
Titicac_Ttcc-l-3a,-15.2586,-69.21098333,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,4612,112.2,7489.27002,46,76,717,1401,0.002,12.3451672,Central Andean wet puna,337,16.625,0.707207,3,4,Cold Grassland,5.436701298,0,0,71.33,0,0,0,0,0,0,0,0.37,0.14,0,0,0,2.69,0.4,0,0,0,0,0,0,25.03,0,0,0,0,0,0,0,0,0,0.02,0,99.05,0.37,0.16,0,0,0,0,0,0.4
Titicac_Ttcc-l-3b,-15.2586,-69.21098333,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,4612,112.2,7489.27002,46,76,717,1401,0.002,12.3451672,Central Andean wet puna,337,16.625,0.707207,3,2,Cold Grassland,5.436701298,0,0,71.33,0,0,0,0,0,0,0,0.37,0.14,0,0,0,2.69,0.4,0,0,0,0,0,0,25.03,0,0,0,0,0,0,0,0,0,0.02,0,99.05,0.37,0.16,0,0,0,0,0,0.4
Titicac_Ttcc-l-4a,-15.53176667,-69.61886667,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,87,83,939,1245,0.0028,43.08192523,Lake,337,0,-9999,3,4,Inland Water,0,0,0,1.67,0,0,0,0,0,0,0,0,0.11,0,0,0,0.07,97.59,0,0,0,0,0,0,0.32,0,0.14,0,0,0,0,0,0,0,0,0,2.2,0,0.11,0,0,0,0,0,97.59
Titicac_Ttcc-l-4b,-15.53176667,-69.61886667,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,87,83,939,1245,0.0028,43.08192523,Lake,337,0,-9999,2,4,Inland Water,0,0,0,1.67,0,0,0,0,0,0,0,0,0.11,0,0,0,0.07,97.59,0,0,0,0,0,0,0.32,0,0.14,0,0,0,0,0,0,0,0,0,2.2,0,0.11,0,0,0,0,0,97.59
Titicac_Ttcc-l-5a,-15.37446667,-69.068,,,,,,NA,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,4276,62.6,7489.27002,64,73,710,1308,0.0004,0.024256714,Central Andean wet puna,337,12,0.439494,4,2,Cold Grassland,12,0,0,43.9,0,0,0.07,1.48,0,0,0,0.25,0,0.33,0,0,12.08,0,0,0,0.07,0.3,0,0,38.15,0,1.19,0,0,0,0.62,0.17,0,0,1.42,0,95.49,0.58,1.72,0.62,0,0.14,1.48,0,0
Titicac_Ttcc-l-5b,-15.37446667,-69.068,,,,,,NA,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,4276,62.6,7489.27002,64,73,710,1308,0.0004,0.024256714,Central Andean wet puna,337,12,0.439494,4,2,Cold Grassland,12,0,0,43.9,0,0,0.07,1.48,0,0,0,0.25,0,0.33,0,0,12.08,0,0,0,0.07,0.3,0,0,38.15,0,1.19,0,0,0,0.62,0.17,0,0,1.42,0,95.49,0.58,1.72,0.62,0,0.14,1.48,0,0
Titicac_Ttcc-l-6,-15.8265,-69.75473333,,,,,,NA,,,,,,,,,,,,,,,,,,,60,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,85,84,1016,1240,0.0012,66.46825598,Lake,337,0,-9999,4,2,Inland Water,0,0,0,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0.12,75.97,0,0,0,0,0,0,13.32,0,0.57,0,0,0,0,0,0,0,0,0,24.02,0,0,0,0,0,0,0,75.97
Titicac_Ttcc-l-7,-15.82585,-69.75303333,,,,,,NA,,,,,,,,,,,,,,,,,,,60,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,85,84,1016,1240,0.0012,66.46825598,Lake,337,0,-9999,4,2,Inland Water,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0.12,76.16,0,0,0,0,0,0,13.2,0,0.57,0,0,0,0,0,0,0,0,0,23.81,0,0,0,0,0,0,0,76.16
Titicac_Ttcc-l-8a,-16.04348333,-69.32006667,,,,,,8.5,,,,,,,,,,,,,,,,,,,148,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,93,84,837,1298,0.0008,45.89731476,Lake,337,0,-9999,3,2,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,93.81,0,0,0,0,0,0,3.93,0,0.34,0,0,0,0,0,0,0.2,0.07,0,5.84,0,0.07,0,0.2,0,0,0,93.81
Titicac_Ttcc-l-8b,-16.04348333,-69.32006667,,,,,,8.5,,,,,,,,,,,,,,,,,,,148,,8002.51,1456.08,4.59,893000.00,,1.00,111.60,541.15,19099.30,-1.00,56588.10,3815,8363.6,7489.27002,93,84,837,1298,0.0008,45.89731476,Lake,337,0,-9999,4,2,Inland Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,93.81,0,0,0,0,0,0,3.93,0,0.34,0,0,0,0,0,0,0.2,0.07,0,5.84,0,0.07,0,0.2,0,0,0,93.81
